Position,Velocity,Acceleration,Jerk,Heading,DeltaTime,X,Y
103.213, 7.158, -28.053, 60.748, 6.282, 0.005, 98.768, -40.000
103.248, 7.019, -27.750, 60.476, 6.282, 0.005, 98.803, -40.000
103.282, 6.882, -27.449, 60.208, 6.282, 0.005, 98.838, -40.000
103.316, 6.746, -27.149, 59.945, 6.282, 0.005, 98.872, -40.000
103.349, 6.612, -26.851, 59.684, 6.282, 0.005, 98.905, -40.000
103.381, 6.479, -26.554, 59.428, 6.283, 0.005, 98.937, -40.000
103.413, 6.348, -26.258, 59.175, 6.283, 0.005, 98.969, -40.000
103.444, 6.218, -25.963, 58.927, 6.283, 0.005, 99.000, -40.000
103.475, 6.090, -25.670, 58.680, 6.283, 0.005, 99.030, -40.000
103.504, 5.963, -25.378, 58.439, 6.283, 0.005, 99.060, -40.000
103.534, 5.838, -25.087, 58.200, 6.283, 0.005, 99.089, -40.000
103.562, 5.714, -24.797, 57.966, 6.283, 0.005, 99.118, -40.000
103.590, 5.591, -24.508, 57.736, 6.283, 0.005, 99.146, -40.000
103.617, 5.470, -24.221, 57.508, 6.283, 0.005, 99.173, -40.000
103.644, 5.350, -23.934, 57.286, 6.283, 0.005, 99.200, -40.000
103.670, 5.232, -23.649, 57.067, 6.283, 0.005, 99.226, -40.000
103.696, 5.115, -23.365, 56.851, 6.283, 0.005, 99.252, -40.000
103.721, 5.000, -23.081, 56.640, 6.283, 0.005, 99.277, -40.000
103.745, 4.886, -22.799, 56.432, 6.283, 0.005, 99.301, -40.000
103.769, 4.773, -22.518, 56.228, 6.283, 0.005, 99.325, -40.000
103.792, 4.662, -22.238, 56.028, 6.283, 0.005, 99.348, -40.000
103.815, 4.552, -21.959, 55.832, 6.283, 0.005, 99.371, -40.000
103.837, 4.444, -21.681, 55.639, 6.283, 0.005, 99.393, -40.000
103.859, 4.337, -21.403, 55.450, 6.283, 0.005, 99.415, -40.000
103.880, 4.231, -21.127, 55.266, 6.283, 0.005, 99.436, -40.000
103.901, 4.127, -20.852, 55.084, 6.283, 0.005, 99.457, -40.000
103.921, 4.024, -20.577, 54.908, 6.283, 0.005, 99.477, -40.000
103.941, 3.923, -20.303, 54.733, 6.283, 0.005, 99.496, -40.000
103.960, 3.822, -20.031, 54.564, 6.283, 0.005, 99.516, -40.000
103.978, 3.724, -19.759, 54.397, 6.283, 0.005, 99.534, -40.000
103.997, 3.626, -19.487, 54.236, 6.283, 0.005, 99.552, -40.000
104.014, 3.530, -19.217, 54.077, 6.283, 0.005, 99.570, -40.000
104.031, 3.435, -18.947, 53.922, 6.283, 0.005, 99.587, -40.000
104.048, 3.342, -18.679, 53.771, 6.283, 0.005, 99.604, -40.000
104.064, 3.250, -18.411, 53.623, 6.283, 0.005, 99.620, -40.000
104.080, 3.159, -18.143, 53.479, 6.283, 0.005, 99.636, -40.000
104.095, 3.070, -17.876, 53.339, 6.283, 0.005, 99.651, -40.000
104.110, 2.982, -17.610, 53.202, 6.283, 0.005, 99.666, -40.000
104.125, 2.895, -17.345, 53.068, 6.283, 0.005, 99.681, -40.000
104.139, 2.810, -17.080, 52.939, 6.283, 0.005, 99.695, -40.000
104.153, 2.726, -16.816, 52.812, 6.283, 0.005, 99.708, -40.000
104.166, 2.643, -16.553, 52.689, 6.283, 0.005, 99.722, -40.000
104.179, 2.561, -16.290, 52.570, 6.283, 0.005, 99.734, -40.000
104.191, 2.481, -16.028, 52.454, 6.283, 0.005, 99.747, -40.000
104.203, 2.402, -15.766, 52.341, 6.283, 0.005, 99.759, -40.000
104.215, 2.325, -15.505, 52.232, 6.283, 0.005, 99.770, -40.000
104.226, 2.249, -15.244, 52.125, 6.283, 0.005, 99.782, -40.000
104.237, 2.174, -14.984, 52.022, 6.283, 0.005, 99.792, -40.000
104.247, 2.100, -14.725, 51.923, 6.283, 0.005, 99.803, -40.000
104.257, 2.028, -14.465, 51.826, 6.283, 0.005, 99.813, -40.000
104.267, 1.957, -14.207, 51.733, 6.283, 0.005, 99.823, -40.000
104.277, 1.887, -13.949, 51.643, 6.283, 0.005, 99.832, -40.000
104.286, 1.819, -13.691, 51.555, 6.283, 0.005, 99.841, -40.000
104.294, 1.751, -13.433, 51.471, 6.283, 0.005, 99.850, -40.000
104.303, 1.686, -13.176, 51.390, 6.283, 0.005, 99.859, -40.000
104.311, 1.621, -12.920, 51.311, 6.283, 0.005, 99.867, -40.000
104.319, 1.558, -12.664, 51.236, 6.283, 0.005, 99.875, -40.000
104.326, 1.496, -12.408, 51.163, 6.283, 0.005, 99.882, -40.000
104.333, 1.435, -12.152, 51.093, 6.283, 0.005, 99.889, -40.000
104.340, 1.375, -11.897, 51.026, 6.283, 0.005, 99.896, -40.000
104.347, 1.317, -11.642, 50.961, 6.283, 0.005, 99.903, -40.000
104.353, 1.260, -11.388, 50.899, 6.283, 0.005, 99.909, -40.000
104.359, 1.205, -11.134, 50.840, 6.283, 0.005, 99.915, -40.000
104.365, 1.150, -10.880, 50.783, 6.283, 0.005, 99.921, -40.000
104.370, 1.097, -10.626, 50.729, 6.283, 0.005, 99.926, -40.000
104.376, 1.045, -10.373, 50.677, 6.283, 0.005, 99.931, -40.000
104.381, 0.995, -10.120, 50.627, 6.283, 0.005, 99.936, -40.000
104.385, 0.945, -9.867, 50.580, 6.283, 0.005, 99.941, -40.000
104.390, 0.897, -9.614, 50.535, 6.283, 0.005, 99.946, -40.000
104.394, 0.850, -9.362, 50.492, 6.283, 0.005, 99.950, -40.000
104.398, 0.805, -9.109, 50.452, 6.283, 0.005, 99.954, -40.000
104.402, 0.760, -8.857, 50.413, 6.283, 0.005, 99.958, -40.000
104.406, 0.717, -8.605, 50.377, 6.283, 0.005, 99.961, -40.000
104.409, 0.676, -8.354, 50.343, 6.283, 0.005, 99.965, -40.000
104.412, 0.635, -8.102, 50.310, 6.283, 0.005, 99.968, -40.000
104.415, 0.596, -7.851, 50.280, 6.283, 0.005, 99.971, -40.000
104.418, 0.558, -7.600, 50.251, 6.283, 0.005, 99.974, -40.000
104.420, 0.521, -7.348, 50.224, 6.283, 0.005, 99.976, -40.000
104.423, 0.486, -7.097, 50.199, 6.283, 0.005, 99.979, -40.000
104.425, 0.451, -6.847, 50.175, 6.283, 0.005, 99.981, -40.000
104.427, 0.418, -6.596, 50.154, 6.283, 0.005, 99.983, -40.000
104.429, 0.387, -6.345, 50.133, 6.283, 0.005, 99.985, -40.000
104.431, 0.356, -6.095, 50.114, 6.283, 0.005, 99.987, -40.000
104.433, 0.327, -5.844, 50.097, 6.283, 0.005, 99.988, -40.000
104.434, 0.299, -5.594, 50.081, 6.283, 0.005, 99.990, -40.000
104.435, 0.272, -5.343, 50.066, 6.283, 0.005, 99.991, -40.000
104.437, 0.247, -5.093, 50.053, 6.283, 0.005, 99.992, -40.000
104.438, 0.223, -4.843, 50.041, 6.283, 0.005, 99.994, -40.000
104.439, 0.200, -4.593, 50.030, 6.283, 0.005, 99.995, -40.000
104.440, 0.178, -4.343, 50.020, 6.283, 0.005, 99.995, -40.000
104.440, 0.158, -4.093, 50.011, 6.283, 0.005, 99.996, -40.000
104.441, 0.138, -3.843, 50.003, 6.283, 0.005, 99.997, -40.000
104.442, 0.120, -3.593, 49.996, 6.283, 0.005, 99.998, -40.000
104.442, 0.104, -3.343, 49.990, 6.283, 0.005, 99.998, -40.000
104.443, 0.088, -3.093, 49.985, 6.283, 0.005, 99.998, -40.000
104.443, 0.074, -2.843, 49.981, 6.283, 0.005, 99.999, -40.000
104.443, 0.061, -2.593, 49.977, 6.283, 0.005, 99.999, -40.000
104.444, 0.049, -2.343, 49.974, 6.283, 0.005, 99.999, -40.000
104.444, 0.039, -2.093, 49.971, 6.283, 0.005, 100.000, -40.000
104.444, 0.030, -1.843, 49.969, 6.283, 0.005, 100.000, -40.000
104.444, 0.022, -1.593, 49.967, 6.283, 0.005, 100.000, -40.000
104.444, 0.015, -1.344, 49.966, 6.283, 0.005, 100.000, -40.000
104.444, 0.009, -1.094, 49.965, 6.283, 0.005, 100.000, -40.000
104.444, 0.005, -0.844, 49.965, 6.283, 0.005, 100.000, -40.000
104.444, 0.002, -0.594, 49.964, 6.283, 0.005, 100.000, -40.000
104.444, 0.001, -0.344, 49.964, 0.000, 0.005, 100.000, -40.000
104.444, 0.000, -0.110, 46.927, 0.000, 0.005, 100.000, -40.000
